year,month,day,hour,minute,second,epoch,moteid,temperature,humidity,light,voltage
2004,02,28,05,11,47.005176,508,1,17.8912,39.0763,43.24,2.68742
2004,02,28,05,12,16.945328,509,1,17.8814,39.0422,43.24,2.67532
2004,02,28,05,14,47.190811,514,1,17.8716,39.0763,43.24,2.67532
2004,02,28,05,15,47.188254,516,1,17.8716,39.0763,43.24,2.67532
2004,02,28,05,16,17.300349,517,1,17.852,39.0763,43.24,2.68742
2004,02,28,05,17,16.424978,519,1,17.852,39.1103,43.24,2.68742
2004,02,28,05,17,46.812866,520,1,17.852,39.1103,43.24,2.68742
2004,02,28,05,23,46.52035,532,1,17.8422,39.0763,43.24,2.67532
2004,02,28,05,24,16.855154,533,1,17.8324,39.0422,43.24,2.67532
2004,02,28,05,25,47.257361,536,1,17.8128,39.0422,43.24,2.67532
2004,02,28,05,26,47.319359,538,1,17.8226,39.0422,43.24,2.68742
2004,02,28,05,29,17.18782,543,1,17.8128,39.1103,43.24,2.67532
2004,02,28,05,29,47.515624,544,1,17.7932,39.1443,43.24,2.67532
2004,02,28,05,31,46.788733,548,1,17.7932,39.1443,43.24,2.68742
2004,02,28,05,32,16.483466,549,1,17.7932,39.1443,43.24,2.67532
2004,02,28,05,32,46.884373,550,1,17.7932,39.1443,43.24,2.67532
2004,02,28,05,33,16.692785,551,1,17.803,39.1443,43.24,2.67532
2004,02,28,05,34,17.144783,553,1,17.8128,39.1103,43.24,2.68742
2004,02,28,05,36,47.40807,558,1,17.7834,39.1783,43.24,2.67532
2004,02,28,05,38,17.018901,561,1,17.7736,39.1103,43.24,2.68742
2004,02,28,05,39,16.758309,563,1,17.7736,39.1103,43.24,2.67532
2004,02,28,05,40,17.035065,565,1,17.7736,39.1783,43.24,2.68742
2004,02,28,05,40,47.232628,566,1,17.754,39.1103,43.24,2.67532
2004,02,28,05,41,16.821731,567,1,17.754,39.1443,43.24,2.67532
2004,02,28,05,42,46.557994,570,1,17.754,39.1103,43.24,2.67532
2004,02,28,05,44,16.345102,573,1,17.7246,39.1103,43.24,2.67532
2004,02,28,05,44,47.258068,574,1,17.7344,39.1443,43.24,2.68742
2004,02,28,05,46,17.459428,577,1,17.7148,39.1443,43.24,2.66332
2004,02,28,05,49,47.097164,584,1,17.7148,39.1443,43.24,2.67532
2004,02,28,05,51,16.588336,587,1,17.7148,39.1443,43.24,2.68742
2004,02,28,05,54,47.287403,594,1,17.7148,39.2123,43.24,2.67532
2004,02,28,05,55,17.113072,595,1,17.6952,39.2463,43.24,2.67532
2004,02,28,05,55,46.759724,596,1,17.6952,39.2123,43.24,2.67532
2004,02,28,05,56,16.598863,597,1,17.6854,39.2123,43.24,2.67532
2004,02,28,05,57,47.117281,600,1,17.705,39.1783,43.24,2.67532
2004,02,28,05,58,47.16005,602,1,17.6952,39.1783,43.24,2.68742
2004,02,28,05,59,46.96347,604,1,17.6952,39.1783,43.24,2.67532
2004,02,28,06,01,16.399479,607,1,17.6952,39.1443,43.24,2.67532
2004,02,28,06,03,17.064269,611,1,17.6952,39.1443,43.24,2.67532
2004,02,28,06,03,46.715768,612,1,17.6854,39.1443,43.24,2.67532
2004,02,28,06,05,16.404957,615,1,17.6854,39.0763,43.24,2.67532
2004,02,28,06,06,17.440443,617,1,17.656,39.2123,43.24,2.68742
2004,02,28,06,06,47.131433,618,1,17.656,39.2123,43.24,2.67532
2004,02,28,06,07,46.813514,620,1,17.656,39.2123,43.24,2.67532
2004,02,28,06,08,16.709038,621,1,17.6658,39.2123,43.24,2.68742
2004,02,28,06,09,17.629072,623,1,17.6756,39.2123,43.24,2.67532
2004,02,28,06,09,47.027577,624,1,17.6756,39.2123,43.24,2.67532
2004,02,28,06,10,16.890488,625,1,17.6756,39.1783,43.24,2.67532
2004,02,28,06,10,47.223797,626,1,17.6658,39.2123,43.24,2.68742
2004,02,28,06,11,16.743329,627,1,17.6756,39.1443,43.24,2.67532
2004,02,28,06,11,46.637331,628,1,17.6658,39.2123,43.24,2.68742
2004,02,28,06,12,16.895711,629,1,17.656,39.2803,43.24,2.67532
2004,02,28,06,13,16.457019,631,1,17.656,39.2123,43.24,2.67532
2004,02,28,06,15,17.648881,635,1,17.6462,39.2463,43.24,2.67532
2004,02,28,06,16,17.317803,637,1,17.6364,39.2123,43.24,2.68742
2004,02,28,06,17,16.937422,639,1,17.6364,39.2463,43.24,2.67532
2004,02,28,06,19,46.919439,644,1,17.6364,39.1783,43.24,2.67532
2004,02,28,06,22,17.293348,649,1,17.6364,39.2123,43.24,2.66332
2004,02,28,06,23,17.705597,651,1,17.6266,39.1443,43.24,2.67532
2004,02,28,06,24,46.464404,654,1,17.5972,39.1443,43.24,2.67532
2004,02,28,06,25,17.189367,655,1,17.607,39.1783,43.24,2.67532
2004,02,28,06,27,16.465536,659,1,17.5776,39.3483,43.24,2.67532
2004,02,28,06,27,46.584588,660,1,17.5678,39.3143,43.24,2.67532
2004,02,28,06,28,47.126615,662,1,17.5776,39.3143,43.24,2.67532
2004,02,28,06,30,47.445161,666,1,17.5776,39.2803,43.24,2.67532
2004,02,28,06,32,17.243803,669,1,17.5776,39.3823,45.08,2.67532
2004,02,28,06,34,16.766473,673,1,17.5776,39.2803,45.08,2.67532
2004,02,28,06,35,47.107717,676,1,17.5678,39.2803,45.08,2.67532
2004,02,28,06,36,46.775493,678,1,17.5776,39.3143,45.08,2.68742
2004,02,28,06,37,46.486717,680,1,17.5776,39.2803,45.08,2.67532
2004,02,28,06,38,16.836008,681,1,17.5776,39.2803,45.08,2.67532
2004,02,28,06,38,47.467064,682,1,17.5776,39.3483,46.92,2.67532
2004,02,28,06,39,17.260621,683,1,17.5776,39.2463,46.92,2.67532
2004,02,28,06,39,47.479108,684,1,17.5678,39.2803,46.92,2.67532
2004,02,28,06,40,16.680876,685,1,17.5678,39.2463,46.92,2.67532
2004,02,28,06,40,46.901212,686,1,17.558,39.2463,46.92,2.67532
2004,02,28,06,42,16.783051,689,1,17.558,39.2123,46.92,2.68742
2004,02,28,06,43,47.046639,692,1,17.5482,39.2123,48.76,2.68742
2004,02,28,06,49,47.029614,704,1,17.5384,39.3483,50.6,2.67532
2004,02,28,06,53,17.426904,711,1,17.5482,39.4502,53.36,2.67532
2004,02,28,07,00,17.369668,725,1,17.509,39.2803,57.04,2.67532
2004,02,28,07,03,17.465725,731,1,17.509,39.2803,57.04,2.67532
2004,02,28,07,04,17.597071,733,1,17.509,39.2803,57.04,2.67532
2004,02,28,07,05,17.330544,735,1,17.509,39.2803,57.04,2.67532
2004,02,28,07,10,47.838123,746,1,17.5482,39.3143,136.16,2.67532
2004,02,28,07,14,16.680696,753,1,17.5874,39.2123,150.88,2.67532
2004,02,28,07,16,46.67457,758,1,17.5972,39.1443,165.6,2.67532
2004,02,28,07,29,16.887654,783,1,17.7442,38.872,235.52,2.67532
2004,02,28,07,29,46.705759,784,1,17.754,38.8379,235.52,2.68742
2004,02,28,07,32,17.131713,789,1,17.7932,38.8379,250.24,2.67532
2004,02,28,07,35,47.113953,796,1,17.8324,38.7698,309.12,2.67532
2004,02,28,07,36,17.194981,797,1,17.8324,38.7357,309.12,2.67532
2004,02,28,07,37,17.227013,799,1,17.852,38.7357,323.84,2.68742
2004,02,28,07,38,17.809174,801,1,17.8618,38.7357,338.56,2.68742
2004,02,28,07,38,48.00011,802,1,17.852,38.7357,338.56,2.67532
2004,02,28,07,39,17.124362,803,1,17.8618,38.7698,338.56,2.67532
2004,02,28,07,41,17.130624,807,1,17.8912,38.6675,353.28,2.68742
2004,02,28,07,41,46.966421,808,1,17.901,38.6675,353.28,2.68742
2004,02,28,07,43,47.524823,812,1,17.95,38.6334,368,2.67532
2004,02,28,07,44,47.430977,814,1,17.95,38.5993,368,2.67532
2004,02,28,07,45,16.813396,815,1,17.95,38.6675,368,2.67532
2004,02,28,07,45,46.961379,816,1,17.95,38.5993,368,2.67532
2004,02,28,07,46,46.844655,818,1,17.9598,38.6675,368,2.67532
2004,02,28,07,47,17.409702,819,1,17.9696,38.6334,368,2.67532
2004,02,28,07,47,47.200804,820,1,17.9892,38.5993,368,2.67532
2004,02,28,07,49,17.367968,823,1,18.0186,38.5311,368,2.67532
2004,02,28,07,49,46.555703,824,1,18.0284,38.5652,368,2.67532
2004,02,28,07,50,17.145631,825,1,18.0284,38.5311,368,2.67532
2004,02,28,07,51,17.066356,827,1,18.0578,38.5311,368,2.67532
2004,02,28,07,54,46.722589,834,1,18.1558,38.3946,368,2.67532
2004,02,28,07,55,17.413924,835,1,18.1656,38.3263,368,2.68742
2004,02,28,07,59,46.84944,844,1,18.3224,38.1897,382.72,2.68742
2004,02,28,08,01,16.853075,847,1,18.3812,38.0529,382.72,2.67532
2004,02,28,08,04,16.6817,853,1,18.4988,37.9161,382.72,2.68742
2004,02,28,08,06,47.363341,858,1,18.5772,37.7792,397.44,2.68742
2004,02,28,08,07,17.819313,859,1,18.5968,37.8477,397.44,2.68742
2004,02,28,08,08,16.920596,861,1,18.636,37.7107,397.44,2.68742
2004,02,28,08,11,16.84671,867,1,18.7732,37.5394,397.44,2.67532
2004,02,28,08,12,48.051422,870,1,18.8516,37.4022,412.16,2.68742
2004,02,28,08,13,18.270816,871,1,18.8614,37.3336,412.16,2.68742
2004,02,28,08,13,47.810027,872,1,18.8908,37.2993,412.16,2.68742
2004,02,28,08,14,16.65499,873,1,18.9202,37.2993,412.16,2.68742
2004,02,28,08,14,47.632289,874,1,18.93,37.2307,412.16,2.68742
2004,02,28,08,15,17.844953,875,1,18.9496,37.162,412.16,2.68742
2004,02,28,08,15,46.932263,876,1,18.9594,37.2307,412.16,2.68742
2004,02,28,08,19,47.71324,884,1,19.1652,36.7839,397.44,2.68742
2004,02,28,08,21,17.597275,887,1,19.1848,36.7495,397.44,2.68742
2004,02,28,08,22,18.006932,889,1,19.2142,36.7151,397.44,2.68742
2004,02,28,08,23,16.876998,891,1,19.2436,36.6118,397.44,2.68742
2004,02,28,08,24,16.67392,893,1,19.273,36.543,397.44,2.68742
2004,02,28,08,25,17.835513,895,1,19.322,36.4741,397.44,2.68742
2004,02,28,08,26,47.857875,898,1,19.3906,36.4052,397.44,2.69964
2004,02,28,08,27,47.570686,900,1,19.4396,36.2673,397.44,2.68742
2004,02,28,08,28,17.906427,901,1,19.4494,36.3018,397.44,2.69964
2004,02,28,08,30,17.410797,905,1,19.5376,36.1983,397.44,2.68742
2004,02,28,08,30,47.166807,906,1,19.5474,36.1293,397.44,2.69964
2004,02,28,08,31,46.865476,908,1,19.5964,36.0603,397.44,2.68742
2004,02,28,08,32,47.570253,910,1,19.665,35.9221,397.44,2.69964
2004,02,28,08,35,17.929571,915,1,19.763,35.7839,397.44,2.69964
2004,02,28,08,35,47.736949,916,1,19.7728,35.6802,397.44,2.68742
2004,02,28,08,36,17.76061,917,1,19.7826,35.7148,397.44,2.69964
2004,02,28,08,39,18.273041,923,1,19.9296,35.5764,397.44,2.69964
2004,02,28,08,41,47.459275,928,1,20.0178,35.3687,397.44,2.69964
2004,02,28,08,42,16.710528,929,1,20.0276,35.2995,397.44,2.68742
2004,02,28,08,42,47.664119,930,1,20.0472,35.2648,397.44,2.69964
2004,02,28,08,47,46.800312,940,1,20.253,34.8834,397.44,2.69964
2004,02,28,08,49,17.168106,943,1,20.2824,34.8834,412.16,2.69964
2004,02,28,08,54,17.442949,953,1,20.5176,34.536,412.16,2.69964
2004,02,28,08,55,47.808045,956,1,20.596,34.3969,412.16,2.69964
2004,02,28,08,56,18.038989,957,1,20.6058,34.3273,412.16,2.69964
2004,02,28,08,58,47.8742,962,1,20.7136,34.188,426.88,2.69964
2004,02,28,08,59,47.636166,964,1,20.7136,34.188,426.88,2.69964
2004,02,28,09,00,47.19443,966,1,20.7626,34.1184,426.88,2.69964
2004,02,28,09,02,48.432426,970,1,20.8312,34.0139,426.88,2.69964
2004,02,28,09,04,16.937608,973,1,20.89,33.9093,426.88,2.69964
2004,02,28,09,06,17.632418,977,1,20.988,33.8047,426.88,2.69964
2004,02,28,09,11,17.074499,987,1,21.2134,33.4206,441.6,2.71196
2004,02,28,09,11,48.403808,988,1,21.2428,33.4206,441.6,2.71196
2004,02,28,09,12,47.546582,990,1,21.282,33.3507,441.6,2.71196
2004,02,28,09,13,18.483904,991,1,21.3114,33.3158,441.6,2.71196
2004,02,28,09,13,48.367793,992,1,21.3114,33.2808,441.6,2.71196
2004,02,28,09,14,17.324199,993,1,21.3212,33.2808,441.6,2.71196
2004,02,28,09,14,47.804865,994,1,21.3212,33.2458,441.6,2.71196
2004,02,28,09,15,47.929036,996,1,21.3408,33.3507,441.6,2.71196
2004,02,28,09,16,17.170041,997,1,21.3702,33.2808,441.6,2.71196
2004,02,28,09,16,47.013722,998,1,21.3996,33.2808,441.6,2.69964
2004,02,28,09,17,47.224685,1000,1,21.4388,33.2108,441.6,2.71196
2004,02,28,09,18,47.591686,1002,1,21.4878,33.0709,441.6,2.71196
2004,02,28,09,19,18.22349,1003,1,21.5172,33.0709,441.6,2.71196
2004,02,28,09,19,47.581454,1004,1,21.5074,33.0009,441.6,2.71196
2004,02,28,09,20,47.731894,1006,1,21.527,33.0359,441.6,2.71196
2004,02,28,09,21,18.850325,1007,1,21.5368,33.0009,441.6,2.71196
2004,02,28,09,23,18.457358,1011,1,21.6544,32.8608,441.6,2.71196
2004,02,28,09,23,47.007217,1012,1,21.674,32.8958,441.6,2.71196
2004,02,28,09,24,17.595944,1013,1,21.7132,32.8608,441.6,2.71196
2004,02,28,09,25,47.692026,1016,1,21.7916,32.8257,441.6,2.71196
2004,02,28,09,26,48.148059,1018,1,21.8112,32.7557,441.6,2.71196
2004,02,28,09,27,16.887541,1019,1,21.8112,32.6855,441.6,2.7244
2004,02,28,09,29,18.355047,1023,1,21.8896,32.5803,456.32,2.71196
2004,02,28,09,29,47.237802,1024,1,21.8896,32.5452,456.32,2.7244
